1 100 -5 5 101
-10.0 -5447.0
-9.80198 -5139.534181317149
-9.60396 -4843.912687670765
-9.40594 -4559.902578699566
-9.20792 -4287.270914042268
-9.0099 -4025.7847495228893
-8.81188 -3775.2111409654512
-8.61386 -3535.317148008669
-8.41584 -3305.8698302912594
-8.21782 -3086.636243637243
-8.0198 -2877.383443870637
-7.82178 -2677.87849063016
-7.62376 -2487.888443554528
-7.4257402 -2307.18035846776
-7.2277203 -2135.521291193875
-7.0297003 -1972.6783013715913
-6.8316803 -1818.4184486396239
-6.6336603 -1672.5087888219925
-6.4356403 -1534.7163777427172
-6.2376204 -1404.8082750405138
-6.0396004 -1282.5515403540992
-5.8415804 -1167.713229507493
-5.6435604 -1060.0603983247142
-5.4455404 -959.3601064444797
-5.2475204 -865.379413505506
-5.0495005 -777.8853743781381
-4.8514805 -696.6450477474184
-4.6534605 -621.4254913447149
-4.4554405 -551.9937629013956
-4.2574205 -488.1169201488284
-4.0594006 -429.56202081838137
-3.8613808 -376.0961842833442
-3.663361 -327.4863952201215
-3.4653413 -283.4997112478024
-3.2673216 -243.90319284649877
-3.0693018 -208.46389763529973
-2.871282 -176.94888323329428
-2.6732624 -149.12521012059443
-2.4752426 -124.75993591628921
-2.2772229 -103.62011919314196
-2.0792031 -85.4728180470789
-1.8811834 -70.08509152770054
-1.6831636 -57.223998684607395
-1.4851439 -46.65659761372565
-1.2871242 -38.1499464109815
-1.0891044 -31.471104364394044
-0.8910846 -26.387128435067424
-0.6930648 -22.665079557197238
-0.495045 -20.07201561636104
-0.2970252 -18.374995213392104
-0.0990054 -17.341076770309787
0.0990144 -16.737318589924147
0.2970342 -16.330779034649886
0.495054 -15.888516466901713
0.6930738 -15.177589189489684
0.8910936 -13.965055862851731
1.0891135 -12.017973592959663
1.2871332 -9.103403319463972
1.485153 -4.988402806654243
1.6831727 0.5599700879619114
1.8811924 7.774656314783975
2.0792122 16.888596824211433
2.277232 28.134733520318107
2.4752517 41.746008307177775
2.6732714 57.955362135189944
2.8712912 76.99573595475405
3.069311 99.10007166994399
3.2673306 124.50131166167068
3.4653504 153.43239544982208
3.6633701 186.1262654153092
3.8613899 222.8158629853687
4.0594096 263.7341295872372
4.2574296 309.11406525767296
4.4554496 359.18856249212877
4.6534696 414.1905673739339
4.8514895 474.3530183570231
5.0495095 539.9088615247255
5.2475295 611.0910353309761
5.4455495 688.1324858591039
5.6435695 771.2661515630439
5.8415895 860.7249785261251
6.0396094 956.7419052022824
6.2376294 1059.5498776748452
6.4356494 1169.381834397748
6.6336694 1286.47072145432
6.8316894 1411.0494772984962
7.0297093 1543.351048013606
7.2277293 1683.608372053584
7.4257493 1832.0543955017588
7.6237693 1988.9220568120663
7.8217893 2154.4443020678345
8.019809 2328.8536383753544
8.217829 2512.3838522704646
8.415849 2705.267474448652
8.613869 2907.7374452712
8.811889 3120.0267089140907
9.009909 3342.368209553304
9.207929 3574.994887550123
9.405949 3818.139683265831
9.603969 4072.035540876409
9.801989 4336.915404557838
